id,crop,category,fact_name,value,unit,value_type,context,source_institution,source_title,source_url,source_locator,source_page_number,source_medium,source_value_text,extraction_method,verification_status,verified_on,current_label_or_local_validation_required,notes
verified_0339,BARI Gom-25,Variety trait,Thousand-grain weight — maximum,58,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-25,https://bwmri.gov.bd/site/page/ba774aa2-708e-4438-b977-a206b1113d7b/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0340,BARI Gom-26,Variety trait,Thousand-grain weight — maximum,52,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-26,https://bwmri.gov.bd/pages/static-pages/6922e073933eb65569e271de,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0341,BARI Gom-27,Variety trait,Crop duration — minimum,107,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-27,https://bwmri.gov.bd/pages/static-pages/6922df57933eb65569e21533,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0342,BARI Gom-28,Variety trait,Crop duration — minimum,102,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-28,https://bwmri.gov.bd/site/page/d985dfcc-d5f6-4466-8793-26bd129b52c2/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0343,BARI Gom-30,Variety trait,Crop duration — minimum,104,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-30,https://bwmri.gov.bd/pages/static-pages/6922de18933eb65569e1831b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0344,BARI Gom-31,Variety trait,Crop duration — minimum,100,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-31,https://bwmri.gov.bd/pages/static-pages/6922dcd2933eb65569e123f6,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0345,BARI Gom-32,Variety trait,Crop duration — minimum,102,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-32,https://bwmri.gov.bd/pages/static-pages/6922e087933eb65569e276c5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0346,BARI Gom-33,Variety trait,Crop duration — maximum,112,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-33,https://bwmri.gov.bd/site/page/3873b43b-5523-4681-94f1-0e1bda851d1b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0347,BWMRI Gom-5,Variety trait,Crop duration — maximum,117,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BWMRI Gom-5,https://bwmri.gov.bd/pages/static-pages/6922dc25933eb65569e0ea41,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0348,Wheat in Bangladesh,Crop coefficient,Late,0.3,Kc,text,April,Food and Agriculture Organization of the United Nations (FAO),AQUASTAT Irrigated Crop Calendars and Irrigation Water Requirement,https://www.fao.org/aquastat/en/data-analysis/irrig-water-use/irrigated-crop-calendars/index.html,Irrigated crop calendars > Bangladesh example; Irrigation water requirement > wheat example,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0349,All non-rice crops,Irrigation scheduling,Mid-season principle,Use larger and less frequent applications because evapotranspiration and root depth are higher,,text,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0350,Tomato,Crop water need,April,180,mm/month,text,FAO example for a 150-day crop,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Water Needs, Chapter 4",https://www.fao.org/4/s2022e/s2022e04.htm,Chapter 4 > Irrigation Water Needs > formula and tomato example,,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0351,Wheat,Fertilizer,Gypsum,94,kg/ha,number,Conservation-tillage cropping-pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,Gypsum: 94,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0352,Cabbage,Soil benefits of vermicompost,Reported benefits — item,Improves biological properties,,list_item,,Bangladesh Agricultural Research Institute (BARI),কেঁচো সার ও রাসায়নিক সারের সমন্বিত প্রয়োগে বাঁধাকপি উৎপাদন,https://baritechnology.org/m/crops/tech_detail/297,প্রযুক্তির বিবরণ > fertilizer description > application method > crop care,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0353,Tomato,Crop calendar,Seed sowing window — reported window,Mid-August to Mid-October,,date_window,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0354,Tomato,Nursery,Seedling age at transplanting — minimum,30,days,number,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0355,Mango,Fertilizer timing,Main fertilizer application window — reported window,Last week of September to First week of October,,date_window,,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0356,Bt Brinjal,Seed,Seed rate — maximum,250,g/ha,number,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0357,Brinjal and dwarf hyacinth bean,Soil,Suitable soil — full list,Organic-matter-rich loam; Organic-matter-rich sandy loam,,list,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে বেগুনের সাথে ঝাড়শীমের চাষ,https://baritechnology.org/m/crops/tech_detail/334,"প্রযুক্তির বিবরণ > varieties and seed rate > soil and planting > harvest, yield and finance",,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
